epoch,train_loss,val_loss,val_iou
1,1.5394791298442416,1.5448209643363953,0.0
2,1.3805131713549297,1.3609098196029663,0.0010371487587690353
3,1.3011495404773288,1.2781810462474823,0.17358998768031597
4,1.2651201883951824,1.2488547265529633,0.26703961193561554
5,1.2439438833130732,1.346052497625351,0.17609278857707977
6,1.2299478650093079,1.2203035354614258,0.25453782081604004
7,1.222454673714108,1.2390216588974,0.20960117131471634
8,1.2023668024275038,1.2001197338104248,0.27646074816584587
9,1.1972681747542486,1.1840987503528595,0.27595262974500656
10,1.1794338292545743,1.2464966773986816,0.19875532016158104
11,1.182603167163001,1.176776260137558,0.2963666543364525
12,1.1685672733518813,1.1667449474334717,0.28289828822016716
13,1.1548810336324904,1.1759893298149109,0.22081612050533295
14,1.1453576882680256,1.1609841287136078,0.21952570974826813
15,1.1319109598795574,1.1375750303268433,0.2770860753953457
16,1.1260257297092013,1.1158829629421234,0.29306207597255707
17,1.1100012593799167,1.1086066365242004,0.286996528506279
18,1.1060381929079692,1.126637041568756,0.24856878444552422
19,1.0971373120943706,1.1013955175876617,0.2583361715078354
20,1.084569103187985,1.0909357368946075,0.28328782320022583
21,1.0807825459374323,1.0796027481555939,0.2993150092661381
22,1.0687033136685689,1.067055583000183,0.3026021681725979
23,1.0747913519541423,1.086412787437439,0.22845708206295967
24,1.061844613817003,1.0686426758766174,0.26919787377119064
25,1.049235439962811,1.0620591342449188,0.2521922215819359
26,1.0545134113894568,1.035590410232544,0.30725208669900894
27,1.0360123614470165,1.0448176860809326,0.31579089537262917
28,1.028784692287445,1.0317569971084595,0.31506817042827606
29,1.0133238169882033,1.0240727812051773,0.31673021614551544
30,1.0083990196386974,1.0160445868968964,0.3199388161301613
